game_id,season,week,season_type,team,team_id,conference,home_away,opponent,opponent_conference,opponent_classification,conference_game,neutral_site,points_for,points_allowed,has_team_stats,sacks,def_interceptions,int_return_yards,int_tds,fumbles_recovered,defensive_tds,kick_return_tds,punt_return_tds,tackles_for_loss,passes_deflected,qb_hurries,safeties,has_opponent_stats,opp_fumbles_lost,opp_ints_thrown
401403854,2022,1,regular,Alabama,333,SEC,home,Utah State,Mountain West,fbs,False,False,55,0,True,0,0,0,0,0,0,0,0,5,3,4,0,True,0,0
401403855,2022,1,regular,Arkansas,8,SEC,home,Cincinnati,American Athletic,fbs,False,False,31,24,True,3,1,51,0,2,0,0,0,8,2,4,0,True,1,1
401403856,2022,1,regular,Auburn,2,SEC,home,Mercer,Southern,fcs,False,False,42,16,True,1,0,0,0,0,0,0,0,3,5,5,0,True,0,0
401403857,2022,1,regular,Florida,57,SEC,home,Utah,Pac-12,fbs,False,False,29,26,True,0,1,0,0,0,0,0,0,2,2,5,0,True,0,1
401403858,2022,1,regular,Georgia,61,SEC,home,Oregon,Pac-12,fbs,False,True,49,3,True,0,2,22,0,0,0,0,0,3,3,0,0,True,0,2
401405058,2022,1,regular,Illinois,356,Big Ten,home,Wyoming,Mountain West,fbs,False,False,38,6,True,0,1,40,0,1,0,0,0,0,6,0,0,True,1,1
401405061,2022,1,regular,Illinois,356,Big Ten,away,Indiana,Big Ten,fbs,True,False,20,23,True,1,1,22,0,1,0,0,0,6,5,4,0,True,1,1
401405061,2022,1,regular,Indiana,84,Big Ten,home,Illinois,Big Ten,fbs,True,False,23,20,True,3,1,0,0,3,0,0,0,10,2,1,0,True,3,1
401405062,2022,1,regular,Iowa,2294,Big Ten,home,South Dakota State,MVFC,fcs,False,False,7,3,True,4,0,0,0,0,0,0,0,9,8,5,2,True,0,0
401403859,2022,1,regular,Kentucky,96,SEC,home,Miami (OH),Mid-American,fbs,False,False,37,13,True,3,0,0,0,2,1,1,0,4,4,1,0,True,1,0
401403867,2022,1,regular,LSU,99,SEC,away,Florida State,ACC,fbs,False,True,23,24,True,2,0,0,0,1,0,0,0,4,3,0,0,True,1,0
401405066,2022,1,regular,Maryland,120,Big Ten,home,Buffalo,Mid-American,fbs,False,False,31,10,True,4,0,0,0,0,0,0,0,7,8,0,0,True,0,0
401405067,2022,1,regular,Michigan,130,Big Ten,home,Colorado State,Mountain West,fbs,False,False,51,7,True,7,1,37,0,2,1,0,0,11,0,1,0,True,1,1
401416591,2022,1,regular,Michigan State,127,Big Ten,home,Western Michigan,Mid-American,fbs,False,False,35,13,True,7,0,0,0,4,0,0,0,11,6,2,0,True,2,0
401405060,2022,1,regular,Minnesota,135,Big Ten,home,New Mexico State,FBS Independents,fbs,False,False,38,0,True,2,1,0,0,0,0,0,0,3,2,0,0,True,0,1
401403861,2022,1,regular,Mississippi State,344,SEC,home,Memphis,American Athletic,fbs,False,False,49,23,True,1,0,0,0,2,0,0,0,4,4,1,0,True,1,0
401426537,2022,1,regular,Missouri,142,SEC,home,Louisiana Tech,Conference USA,fbs,False,False,52,24,True,4,3,58,1,0,1,0,0,9,8,2,0,True,0,3
401405059,2022,1,regular,Nebraska,158,Big Ten,away,Northwestern,Big Ten,fbs,True,True,28,31,True,1,0,0,0,1,0,0,0,2,4,1,0,True,1,0
401405063,2022,1,regular,Nebraska,158,Big Ten,home,North Dakota,MVFC,fcs,False,False,38,17,True,2,0,0,0,1,0,0,0,4,6,5,0,True,1,0
401405059,2022,1,regular,Northwestern,77,Big Ten,home,Nebraska,Big Ten,fbs,True,True,31,28,True,7,2,16,0,1,0,0,0,3,6,3,0,True,1,2
401404124,2022,1,regular,Ohio State,194,Big Ten,home,Notre Dame,FBS Independents,fbs,False,False,21,10,True,3,0,0,0,0,0,0,0,6,2,1,0,True,0,0
401403860,2022,1,regular,Ole Miss,145,SEC,home,Troy,Sun Belt,fbs,False,False,28,10,True,4,1,10,0,2,0,0,0,10,2,5,0,True,1,1
401405064,2022,1,regular,Penn State,213,Big Ten,away,Purdue,Big Ten,fbs,True,False,35,31,True,2,0,0,0,2,0,0,0,3,8,0,0,True,1,0
401405064,2022,1,regular,Purdue,2509,Big Ten,home,Penn State,Big Ten,fbs,True,False,31,35,True,1,1,72,1,0,1,0,0,3,6,0,0,True,0,1
401405069,2022,1,regular,Rutgers,164,Big Ten,away,Boston College,ACC,fbs,False,False,22,21,True,4,2,0,0,2,0,0,0,8,2,8,0,True,1,2
401403863,2022,1,regular,South Carolina,2579,SEC,home,Georgia State,Sun Belt,fbs,False,False,35,14,True,0,1,3,0,0,2,0,2,6,9,6,0,True,0,1
401403864,2022,1,regular,Tennessee,2633,SEC,home,Ball State,Mid-American,fbs,False,False,59,10,True,0,2,5,0,0,0,0,0,2,5,7,0,True,1,2
401403865,2022,1,regular,Texas A&M,245,SEC,home,Sam Houston,Western Athletic,fcs,False,False,31,0,True,3,1,13,0,1,0,0,0,6,4,6,0,True,1,1
401403853,2022,1,regular,Vanderbilt,238,SEC,away,Hawai'i,Mountain West,fbs,False,False,63,10,True,3,0,0,0,4,0,0,0,0,3,0,0,True,2,0
401403866,2022,1,regular,Vanderbilt,238,SEC,home,Elon,CAA,fcs,False,False,42,31,True,1,0,0,0,2,0,0,0,5,3,3,0,True,1,0
401405065,2022,1,regular,Wisconsin,275,Big Ten,home,Illinois State,MVFC,fcs,False,False,38,0,True,4,2,100,1,0,1,0,0,8,3,0,0,True,0,2
401403868,2022,2,regular,Alabama,333,SEC,away,Texas,Big 12,fbs,False,False,20,19,True,3,0,0,0,0,0,0,0,7,3,1,0,True,0,0
401403869,2022,2,regular,Arkansas,8,SEC,home,South Carolina,SEC,fbs,True,False,44,30,True,6,1,0,0,2,0,0,0,9,3,6,1,True,2,1
401403870,2022,2,regular,Auburn,2,SEC,home,San José State,Mountain West,fbs,False,False,24,16,True,3,0,0,0,0,0,0,0,6,4,6,0,True,0,0
401403871,2022,2,regular,Florida,57,SEC,home,Kentucky,SEC,fbs,True,False,16,26,True,3,1,0,0,0,0,0,0,6,2,7,1,True,0,1
401403872,2022,2,regular,Georgia,61,SEC,home,Samford,Southern,fcs,False,False,33,0,True,1,0,0,0,1,0,0,0,5,4,0,0,True,1,0
401405070,2022,2,regular,Illinois,356,Big Ten,home,Virginia,ACC,fbs,False,False,24,3,True,5,2,0,0,2,0,0,0,8,9,6,0,True,1,2
401405075,2022,2,regular,Indiana,84,Big Ten,home,Idaho,Big Sky,fcs,False,False,35,22,True,3,0,0,0,0,0,0,0,4,2,2,1,True,0,0
401404064,2022,2,regular,Iowa,2294,Big Ten,home,Iowa State,Big 12,fbs,False,False,7,10,True,1,2,0,0,2,0,0,0,3,2,3,0,True,1,2
401403871,2022,2,regular,Kentucky,96,SEC,away,Florida,SEC,fbs,True,False,26,16,True,1,2,83,1,0,1,0,0,3,5,3,0,True,0,2
401403873,2022,2,regular,LSU,99,SEC,home,Southern,SWAC,fcs,False,False,65,17,True,3,1,29,1,8,1,0,0,4,4,0,0,True,4,1
401426545,2022,2,regular,Maryland,120,Big Ten,away,Charlotte,Conference USA,fbs,False,False,56,21,True,1,0,0,0,0,0,0,0,2,4,5,0,True,0,0
401405077,2022,2,regular,Michigan,130,Big Ten,home,Hawai'i,Mountain West,fbs,False,False,56,10,True,1,0,0,0,0,0,0,0,2,7,2,0,True,0,0
401405078,2022,2,regular,Michigan State,127,Big Ten,home,Akron,Mid-American,fbs,False,False,52,0,True,5,0,0,0,4,0,0,0,9,8,4,0,True,4,0
401405071,2022,2,regular,Minnesota,135,Big Ten,home,Western Illinois,MVFC,fcs,False,False,62,10,True,1,1,0,0,0,0,0,0,6,0,5,0,True,0,1
401403875,2022,2,regular,Mississippi State,344,SEC,away,Arizona,Pac-12,fbs,False,False,39,17,True,2,3,80,0,0,0,0,0,3,9,1,0,True,0,3
401403876,2022,2,regular,Missouri,142,SEC,away,Kansas State,Big 12,fbs,False,False,12,40,True,0,0,0,0,2,0,0,0,1,0,5,0,True,1,0
401405072,2022,2,regular,Nebraska,158,Big Ten,home,Georgia Southern,Sun Belt,fbs,False,False,42,45,True,0,2,0,0,0,0,0,0,3,8,6,0,True,0,2
401405073,2022,2,regular,Northwestern,77,Big Ten,home,Duke,ACC,fbs,False,False,23,31,True,1,1,0,0,0,0,0,0,1,6,1,0,True,0,1
401405079,2022,2,regular,Ohio State,194,Big Ten,home,Arkansas State,Sun Belt,fbs,False,False,45,12,True,2,0,0,0,0,0,0,0,12,3,3,0,True,0,0
401403874,2022,2,regular,Ole Miss,145,SEC,home,Central Arkansas,Atlantic Sun,fcs,False,False,59,3,True,2,2,4,0,4,0,0,0,4,6,4,0,True,2,2
401405080,2022,2,regular,Penn State,213,Big Ten,home,Ohio,Mid-American,fbs,False,False,46,10,True,1,0,0,0,0,0,0,0,6,9,5,1,True,0,0
401405074,2022,2,regular,Purdue,2509,Big Ten,home,Indiana State,MVFC,fcs,False,False,56,0,True,4,2,67,1,2,1,0,0,8,2,6,0,True,1,2
401405081,2022,2,regular,Rutgers,164,Big Ten,home,Wagner,NEC,fcs,False,False,66,7,True,2,2,5,0,0,0,0,0,9,4,2,0,True,0,2
401403869,2022,2,regular,South Carolina,2579,SEC,away,Arkansas,SEC,fbs,True,False,30,44,True,2,0,0,0,0,0,0,0,4,2,1,0,True,0,0
401403877,2022,2,regular,Tennessee,2633,SEC,away,Pittsburgh,ACC,fbs,False,False,34,27,True,4,1,0,0,2,0,0,0,9,4,16,0,True,1,1
401403878,2022,2,regular,Texas A&M,245,SEC,home,App State,Sun Belt,fbs,False,False,14,17,True,1,0,0,0,0,1,1,0,0,2,4,0,True,0,0
401403879,2022,2,regular,Vanderbilt,238,SEC,home,Wake Forest,ACC,fbs,False,False,25,45,True,2,0,0,0,1,0,0,0,4,7,1,0,True,1,0
401403984,2022,2,regular,Wisconsin,275,Big Ten,home,Washington State,Pac-12,fbs,False,False,14,17,True,2,2,21,0,1,0,0,0,4,2,3,0,True,1,2
401403880,2022,3,regular,Alabama,333,SEC,home,UL Monroe,Sun Belt,fbs,False,False,63,7,True,4,1,25,1,0,3,0,2,9,3,4,0,True,0,1
401403881,2022,3,regular,Arkansas,8,SEC,home,Missouri State,MVFC,fcs,False,False,38,27,True,8,0,0,0,0,1,0,1,9,5,5,0,True,0,0
401403882,2022,3,regular,Auburn,2,SEC,home,Penn State,Big Ten,fbs,False,False,12,41,True,0,0,0,0,0,0,0,0,3,3,0,0,True,0,0
401403883,2022,3,regular,Florida,57,SEC,home,South Florida,American Athletic,fbs,False,False,31,28,True,0,2,39,1,1,1,0,0,4,2,5,0,True,1,2
401403888,2022,3,regular,Georgia,61,SEC,away,South Carolina,SEC,fbs,True,False,48,7,True,0,3,42,0,0,0,0,0,6,2,9,0,True,0,3
401426563,2022,3,regular,Indiana,84,Big Ten,home,Western Kentucky,Conference USA,fbs,False,False,33,30,True,2,1,10,0,1,0,0,0,7,5,1,0,True,1,1
401405082,2022,3,regular,Iowa,2294,Big Ten,home,Nevada,Mountain West,fbs,False,False,27,0,True,4,1,0,0,0,0,0,0,11,4,4,0,True,0,1
401403884,2022,3,regular,Kentucky,96,SEC,home,Youngstown State,MVFC,fcs,False,False,31,0,True,2,1,0,0,0,0,0,0,6,7,2,0,True,0,1
401403885,2022,3,regular,LSU,99,SEC,home,Mississippi State,SEC,fbs,True,False,31,16,True,4,1,19,0,1,0,0,0,8,2,4,0,True,1,1
401405087,2022,3,regular,Maryland,120,Big Ten,home,SMU,American Athletic,fbs,False,False,34,27,True,2,2,36,0,2,0,0,0,4,4,0,0,True,1,2
401404149,2022,3,regular,Michigan,130,Big Ten,home,UConn,FBS Independents,fbs,False,False,59,0,True,0,0,0,0,1,1,0,1,5,2,2,0,True,1,0
401403994,2022,3,regular,Michigan State,127,Big Ten,away,Washington,Pac-12,fbs,False,False,28,39,True,0,0,0,0,0,0,0,0,1,1,0,0,True,0,0
401403988,2022,3,regular,Minnesota,135,Big Ten,home,Colorado,Pac-12,fbs,False,False,49,7,True,3,0,0,0,1,0,0,0,5,9,0,0,True,1,0
401403885,2022,3,regular,Mississippi State,344,SEC,away,LSU,SEC,fbs,True,False,16,31,True,3,0,0,0,1,0,0,0,4,1,0,0,True,1,0
401403887,2022,3,regular,Missouri,142,SEC,home,Abilene Christian,Western Athletic,fcs,False,False,34,17,True,0,1,0,0,2,1,0,1,3,3,2,0,True,1,1
401404070,2022,3,regular,Nebraska,158,Big Ten,home,Oklahoma,Big 12,fbs,False,False,14,49,True,2,0,0,0,1,0,0,0,5,1,3,0,True,1,0
401405083,2022,3,regular,Northwestern,77,Big Ten,home,Southern Illinois,MVFC,fcs,False,False,24,31,True,3,1,0,0,0,0,0,0,10,4,0,0,True,0,1
401405088,2022,3,regular,Ohio State,194,Big Ten,home,Toledo,Mid-American,fbs,False,False,77,21,True,3,1,8,0,1,0,0,0,9,2,3,0,True,1,1
401403886,2022,3,regular,Ole Miss,145,SEC,away,Georgia Tech,ACC,fbs,False,False,42,0,True,7,0,0,0,0,0,0,0,12,5,1,0,True,0,0
401403882,2022,3,regular,Penn State,213,Big Ten,away,Auburn,SEC,fbs,False,False,41,12,True,6,2,27,0,4,0,0,0,11,3,9,0,True,2,2
401405084,2022,3,regular,Purdue,2509,Big Ten,away,Syracuse,ACC,fbs,False,False,29,32,True,1,0,0,0,0,0,0,0,3,7,3,0,True,0,0
401405089,2022,3,regular,Rutgers,164,Big Ten,away,Temple,American Athletic,fbs,False,False,16,14,True,0,1,43,1,0,1,0,0,4,7,0,0,True,0,1
401403888,2022,3,regular,South Carolina,2579,SEC,home,Georgia,SEC,fbs,True,False,7,48,True,0,0,0,0,0,0,0,0,1,2,3,0,True,0,0
401403889,2022,3,regular,Tennessee,2633,SEC,home,Akron,Mid-American,fbs,False,False,63,6,True,4,0,0,0,1,0,0,0,11,2,6,0,True,1,0
401403890,2022,3,regular,Texas A&M,245,SEC,home,Miami,ACC,fbs,False,False,17,9,True,0,0,0,0,1,0,0,0,3,8,6,0,True,1,0
401403891,2022,3,regular,Vanderbilt,238,SEC,away,Northern Illinois,Mid-American,fbs,False,False,38,28,True,1,1,35,0,0,0,0,0,6,5,1,0,True,0,1
401405085,2022,3,regular,Wisconsin,275,Big Ten,home,New Mexico State,FBS Independents,fbs,False,False,66,7,True,1,3,10,0,0,0,0,0,8,4,5,0,True,0,3
401403892,2022,4,regular,Alabama,333,SEC,home,Vanderbilt,SEC,fbs,True,False,55,3,True,5,0,0,0,0,0,0,0,8,4,3,0,True,0,0
401403893,2022,4,regular,Arkansas,8,SEC,away,Texas A&M,SEC,fbs,True,True,21,23,True,3,0,0,0,0,0,0,0,5,3,4,0,True,0,0
401403894,2022,4,regular,Auburn,2,SEC,home,Missouri,SEC,fbs,True,False,17,14,True,4,1,19,0,2,0,0,0,7,2,2,0,True,1,1
401403901,2022,4,regular,Florida,57,SEC,away,Tennessee,SEC,fbs,True,False,33,38,True,3,0,0,0,2,0,0,0,5,1,2,0,True,2,0
401403895,2022,4,regular,Georgia,61,SEC,home,Kent State,Mid-American,fbs,False,False,39,22,True,3,1,7,0,0,0,0,0,5,3,0,0,True,0,1
401421129,2022,4,regular,Illinois,356,Big Ten,home,Chattanooga,Southern,fcs,False,False,31,0,True,4,2,12,0,0,0,0,0,8,5,9,0,True,0,2
401405096,2022,4,regular,Indiana,84,Big Ten,away,Cincinnati,American Athletic,fbs,False,False,24,45,True,2,1,0,0,0,0,0,0,5,2,3,0,True,0,1
401405091,2022,4,regular,Iowa,2294,Big Ten,away,Rutgers,Big Ten,fbs,True,False,27,10,True,3,2,78,1,2,1,0,0,5,5,5,0,True,1,2
401403896,2022,4,regular,Kentucky,96,SEC,home,Northern Illinois,Mid-American,fbs,False,False,31,23,True,0,0,0,0,0,0,0,0,1,4,2,0,True,0,0
401403897,2022,4,regular,LSU,99,SEC,home,New Mexico,Mountain West,fbs,False,False,38,0,True,4,0,0,0,0,0,0,0,8,1,0,0,True,0,0
401405097,2022,4,regular,Maryland,120,Big Ten,away,Michigan,Big Ten,fbs,True,False,27,34,True,2,0,0,0,1,0,0,0,7,2,0,0,True,1,0
401405097,2022,4,regular,Michigan,130,Big Ten,home,Maryland,Big Ten,fbs,True,False,34,27,True,3,2,0,0,1,0,0,0,5,3,4,0,True,1,2
401405092,2022,4,regular,Michigan State,127,Big Ten,home,Minnesota,Big Ten,fbs,True,False,7,34,True,0,0,0,0,2,0,0,0,3,2,0,0,True,1,0
401405092,2022,4,regular,Minnesota,135,Big Ten,away,Michigan State,Big Ten,fbs,True,False,34,7,True,1,2,7,0,2,0,0,0,1,1,0,0,True,1,2
401403899,2022,4,regular,Mississippi State,344,SEC,home,Bowling Green,Mid-American,fbs,False,False,45,14,True,2,1,20,0,0,0,0,0,5,2,2,0,True,0,1
401403894,2022,4,regular,Missouri,142,SEC,away,Auburn,SEC,fbs,True,False,14,17,True,5,0,0,0,0,0,0,0,12,1,2,0,True,0,0
401405093,2022,4,regular,Northwestern,77,Big Ten,home,Miami (OH),Mid-American,fbs,False,False,14,17,True,3,0,0,0,0,0,0,0,6,5,1,0,True,0,0
401405095,2022,4,regular,Ohio State,194,Big Ten,home,Wisconsin,Big Ten,fbs,True,False,52,21,True,1,1,30,0,0,0,0,0,3,4,1,0,True,0,1
401403898,2022,4,regular,Ole Miss,145,SEC,home,Tulsa,American Athletic,fbs,False,False,35,27,True,0,1,19,0,0,0,0,0,2,6,10,0,True,0,1
401405098,2022,4,regular,Penn State,213,Big Ten,home,Central Michigan,Mid-American,fbs,False,False,33,14,True,2,2,34,0,4,0,0,0,3,13,5,0,True,2,2
401426566,2022,4,regular,Purdue,2509,Big Ten,home,Florida Atlantic,Conference USA,fbs,False,False,28,26,True,0,1,55,0,2,0,0,0,2,3,1,0,True,1,1
401405091,2022,4,regular,Rutgers,164,Big Ten,home,Iowa,Big Ten,fbs,True,False,10,27,True,3,0,0,0,0,0,0,0,8,3,1,0,True,0,0
401426564,2022,4,regular,South Carolina,2579,SEC,home,Charlotte,Conference USA,fbs,False,False,56,20,True,1,3,18,0,0,0,0,0,5,4,12,0,True,0,3
401403901,2022,4,regular,Tennessee,2633,SEC,home,Florida,SEC,fbs,True,False,38,33,True,1,1,5,0,1,0,0,0,4,1,13,0,True,1,1
401403893,2022,4,regular,Texas A&M,245,SEC,home,Arkansas,SEC,fbs,True,True,23,21,True,2,0,0,0,3,0,0,0,5,4,0,0,True,1,0
401403892,2022,4,regular,Vanderbilt,238,SEC,away,Alabama,SEC,fbs,True,False,3,55,True,0,0,0,0,1,0,0,0,3,2,4,0,True,1,0
401405095,2022,4,regular,Wisconsin,275,Big Ten,away,Ohio State,Big Ten,fbs,True,False,21,52,True,0,1,0,0,0,0,0,0,0,4,0,0,True,0,1
401403902,2022,5,regular,Alabama,333,SEC,away,Arkansas,SEC,fbs,True,False,49,26,True,3,0,0,0,2,0,0,0,9,5,0,0,True,1,0
401403902,2022,5,regular,Arkansas,8,SEC,home,Alabama,SEC,fbs,True,False,26,49,True,1,1,-3,0,0,0,0,0,4,2,3,0,True,0,1
401403903,2022,5,regular,Auburn,2,SEC,home,LSU,SEC,fbs,True,False,17,21,True,3,0,0,0,2,0,0,0,8,2,2,0,True,1,0
401403904,2022,5,regular,Florida,57,SEC,home,Eastern Washington,Big Sky,fcs,False,False,52,17,True,2,0,0,0,1,0,0,0,7,2,3,0,True,1,0
401403907,2022,5,regular,Georgia,61,SEC,away,Missouri,SEC,fbs,True,False,26,22,True,2,0,0,0,0,0,0,0,6,3,0,0,True,0,0
401405099,2022,5,regular,Illinois,356,Big Ten,away,Wisconsin,Big Ten,fbs,True,False,34,10,True,5,2,19,0,2,0,0,0,8,4,2,0,True,1,2
401405102,2022,5,regular,Indiana,84,Big Ten,away,Nebraska,Big Ten,fbs,True,False,21,35,True,4,1,0,0,2,0,0,0,8,3,3,0,True,1,1
401405100,2022,5,regular,Iowa,2294,Big Ten,home,Michigan,Big Ten,fbs,True,False,14,27,True,1,0,0,0,0,0,0,0,3,2,1,0,True,0,0
401403905,2022,5,regular,Kentucky,96,SEC,away,Ole Miss,SEC,fbs,True,False,19,22,True,0,1,0,0,0,0,0,0,4,5,3,0,True,0,1
401403903,2022,5,regular,LSU,99,SEC,away,Auburn,SEC,fbs,True,False,21,17,True,2,2,27,0,4,0,0,0,5,3,4,0,True,2,2
401405103,2022,5,regular,Maryland,120,Big Ten,home,Michigan State,Big Ten,fbs,True,False,27,13,True,1,0,0,0,0,0,0,0,5,4,0,0,True,0,0
401405100,2022,5,regular,Michigan,130,Big Ten,away,Iowa,Big Ten,fbs,True,False,27,14,True,4,0,0,0,0,0,0,0,6,1,5,0,True,0,0
401405103,2022,5,regular,Michigan State,127,Big Ten,away,Maryland,Big Ten,fbs,True,False,13,27,True,1,0,0,0,0,0,0,0,4,1,0,0,True,0,0
401405101,2022,5,regular,Minnesota,135,Big Ten,home,Purdue,Big Ten,fbs,True,False,10,20,True,2,2,0,0,2,0,0,0,3,6,2,0,True,1,2
401403906,2022,5,regular,Mississippi State,344,SEC,home,Texas A&M,SEC,fbs,True,False,42,24,True,4,2,33,1,4,1,0,0,6,3,7,0,True,2,2
401403907,2022,5,regular,Missouri,142,SEC,home,Georgia,SEC,fbs,True,False,22,26,True,2,0,0,0,3,0,0,0,9,6,7,0,True,2,0
401405102,2022,5,regular,Nebraska,158,Big Ten,home,Indiana,Big Ten,fbs,True,False,35,21,True,3,1,0,0,0,1,0,1,6,8,6,0,True,0,1
401405105,2022,5,regular,Northwestern,77,Big Ten,away,Penn State,Big Ten,fbs,True,False,7,17,True,0,1,0,0,8,0,0,0,5,2,3,0,True,4,1
401405104,2022,5,regular,Ohio State,194,Big Ten,home,Rutgers,Big Ten,fbs,True,False,49,10,True,1,1,12,0,1,0,0,0,6,3,3,0,True,1,1
401403905,2022,5,regular,Ole Miss,145,SEC,home,Kentucky,SEC,fbs,True,False,22,19,True,3,0,0,0,4,0,0,0,9,3,1,1,True,2,0
401405105,2022,5,regular,Penn State,213,Big Ten,home,Northwestern,Big Ten,fbs,True,False,17,7,True,1,1,30,0,3,0,0,0,5,8,3,0,True,2,1
401405101,2022,5,regular,Purdue,2509,Big Ten,away,Minnesota,Big Ten,fbs,True,False,20,10,True,2,3,43,0,0,0,0,0,7,6,0,0,True,0,3
401405104,2022,5,regular,Rutgers,164,Big Ten,away,Ohio State,Big Ten,fbs,True,False,10,49,True,1,1,15,0,1,0,0,0,5,3,2,0,True,1,1
401403908,2022,5,regular,South Carolina,2579,SEC,home,South Carolina State,MEAC,fcs,False,False,50,10,True,1,3,63,0,0,0,0,0,7,3,1,0,True,0,3
401403906,2022,5,regular,Texas A&M,245,SEC,away,Mississippi State,SEC,fbs,True,False,24,42,True,0,0,0,0,2,0,0,0,3,5,3,0,True,1,0
401405099,2022,5,regular,Wisconsin,275,Big Ten,home,Illinois,Big Ten,fbs,True,False,10,34,True,2,0,0,0,0,0,0,0,7,0,0,0,True,0,0
401403909,2022,6,regular,Alabama,333,SEC,home,Texas A&M,SEC,fbs,True,False,24,20,True,3,1,21,0,0,0,0,0,6,6,14,0,True,0,1
401403914,2022,6,regular,Arkansas,8,SEC,away,Mississippi State,SEC,fbs,True,False,17,40,True,0,0,0,0,0,0,0,0,0,9,1,0,True,0,0
401403911,2022,6,regular,Auburn,2,SEC,away,Georgia,SEC,fbs,True,False,10,42,True,1,0,0,0,2,0,0,0,3,0,0,0,True,1,0
401403910,2022,6,regular,Florida,57,SEC,home,Missouri,SEC,fbs,True,False,24,17,True,4,2,54,1,0,1,0,0,13,0,3,0,True,0,2
401403911,2022,6,regular,Georgia,61,SEC,home,Auburn,SEC,fbs,True,False,42,10,True,0,0,0,0,2,0,0,0,2,3,0,0,True,1,0
401405106,2022,6,regular,Illinois,356,Big Ten,home,Iowa,Big Ten,fbs,True,False,9,6,True,5,1,5,0,0,0,0,0,11,8,6,0,True,0,1
401405108,2022,6,regular,Indiana,84,Big Ten,home,Michigan,Big Ten,fbs,True,False,10,31,True,0,1,0,0,0,0,0,0,5,3,0,0,True,0,1
401405106,2022,6,regular,Iowa,2294,Big Ten,away,Illinois,Big Ten,fbs,True,False,6,9,True,0,1,0,0,2,0,0,0,6,1,3,0,True,2,1
401403912,2022,6,regular,Kentucky,96,SEC,home,South Carolina,SEC,fbs,True,False,14,24,True,2,1,0,0,2,0,0,0,9,1,0,0,True,1,1
401403913,2022,6,regular,LSU,99,SEC,home,Tennessee,SEC,fbs,True,False,13,40,True,0,0,0,0,0,0,0,0,2,1,1,0,True,0,0
401405109,2022,6,regular,Maryland,120,Big Ten,home,Purdue,Big Ten,fbs,True,False,29,31,True,5,1,0,0,4,0,0,0,8,4,0,0,True,2,1
401405108,2022,6,regular,Michigan,130,Big Ten,away,Indiana,Big Ten,fbs,True,False,31,10,True,7,1,0,0,0,0,0,0,10,5,4,0,True,0,1
401405110,2022,6,regular,Michigan State,127,Big Ten,home,Ohio State,Big Ten,fbs,True,False,20,49,True,1,1,32,1,0,1,0,0,4,0,3,0,True,0,1
401403914,2022,6,regular,Mississippi State,344,SEC,home,Arkansas,SEC,fbs,True,False,40,17,True,2,2,7,0,0,0,0,0,4,3,4,0,True,0,2
401403910,2022,6,regular,Missouri,142,SEC,away,Florida,SEC,fbs,True,False,17,24,True,1,1,0,0,1,0,0,0,4,4,1,0,True,1,1
401405111,2022,6,regular,Nebraska,158,Big Ten,away,Rutgers,Big Ten,fbs,True,False,14,13,True,3,3,17,0,0,0,0,0,7,3,0,0,True,0,3
401405107,2022,6,regular,Northwestern,77,Big Ten,home,Wisconsin,Big Ten,fbs,True,False,7,42,True,0,0,0,0,0,0,0,0,2,1,1,0,True,0,0
401405110,2022,6,regular,Ohio State,194,Big Ten,away,Michigan State,Big Ten,fbs,True,False,49,20,True,4,1,0,0,0,0,0,0,5,3,3,0,True,0,1
401403915,2022,6,regular,Ole Miss,145,SEC,away,Vanderbilt,SEC,fbs,True,False,52,28,True,0,0,0,0,2,0,0,0,3,8,0,0,True,1,0
401405109,2022,6,regular,Purdue,2509,Big Ten,away,Maryland,Big Ten,fbs,True,False,31,29,True,3,1,0,0,0,0,0,0,6,4,0,0,True,0,1
401405111,2022,6,regular,Rutgers,164,Big Ten,home,Nebraska,Big Ten,fbs,True,False,13,14,True,1,2,2,0,0,0,0,0,3,4,2,0,True,0,2
401403912,2022,6,regular,South Carolina,2579,SEC,away,Kentucky,SEC,fbs,True,False,24,14,True,6,1,9,0,2,0,0,0,8,3,1,0,True,1,1
401403913,2022,6,regular,Tennessee,2633,SEC,away,LSU,SEC,fbs,True,False,40,13,True,5,1,0,0,1,0,0,0,9,3,1,0,True,1,1
401403909,2022,6,regular,Texas A&M,245,SEC,away,Alabama,SEC,fbs,True,False,20,24,True,4,1,0,0,4,0,0,0,10,2,2,0,True,3,1
401403915,2022,6,regular,Vanderbilt,238,SEC,home,Ole Miss,SEC,fbs,True,False,28,52,True,0,2,6,0,0,0,0,0,5,1,0,0,True,0,2
401405107,2022,6,regular,Wisconsin,275,Big Ten,away,Northwestern,Big Ten,fbs,True,False,42,7,True,1,2,32,0,1,0,0,0,4,8,4,0,True,1,2
401403921,2022,7,regular,Alabama,333,SEC,away,Tennessee,SEC,fbs,True,False,49,52,True,1,1,0,0,1,0,0,0,2,0,0,0,True,1,1
401403916,2022,7,regular,Arkansas,8,SEC,away,BYU,FBS Independents,fbs,False,False,52,35,True,0,1,0,0,2,0,0,0,3,1,5,0,True,2,1
401403920,2022,7,regular,Auburn,2,SEC,away,Ole Miss,SEC,fbs,True,False,34,48,True,1,1,0,0,0,0,0,0,3,2,3,0,True,0,1
